Date,Symbols,Adj Close,Close,High,Low,Open,Volume
2020-01-02,AMZN,1898.010009765625,1898.010009765625,1898.010009765625,1864.1500244140625,1875.0,4029000.0
2020-01-02,GOOGL,1368.6800537109375,1368.6800537109375,1368.6800537109375,1346.489990234375,1348.4100341796875,1363900.0
2020-01-02,FB,209.77999877929688,209.77999877929688,209.7899932861328,206.27000427246094,206.75,12077100.0
2020-01-02,PFE,34.63529968261719,37.13472366333008,37.33396530151367,36.88804626464844,37.286529541015625,16514072.0
2020-01-02,BNTX,38.5,38.5,38.5,35.36000061035156,35.75,139500.0
2020-01-02,MRNA,19.229999542236328,19.229999542236328,19.809999465942383,18.8799991607666,19.56999969482422,1233600.0
2020-01-03,AMZN,1874.969970703125,1874.969970703125,1886.199951171875,1864.5,1864.5,3764400.0
2020-01-03,GOOGL,1361.52001953125,1361.52001953125,1373.75,1347.3199462890625,1348.0,1170400.0
2020-01-03,FB,208.6699981689453,208.6699981689453,210.39999389648438,206.9499969482422,207.2100067138672,11188400.0
2020-01-03,PFE,34.44947052001953,36.93548583984375,37.2296028137207,36.688804626464844,36.736244201660156,14922848.0
2020-01-03,BNTX,40.04999923706055,40.04999923706055,41.25,36.41999816894531,38.0,176000.0
2020-01-03,MRNA,18.889999389648438,18.889999389648438,19.360000610351562,18.719999313354492,19.020000457763672,1751000.0
2020-01-06,AMZN,1902.8800048828125,1902.8800048828125,1903.68994140625,1860.0,1860.0,4061800.0
2020-01-06,GOOGL,1397.81005859375,1397.81005859375,1398.3199462890625,1351.0,1351.6300048828125,2338400.0
2020-01-06,FB,212.60000610351562,212.60000610351562,212.77999877929688,206.52000427246094,206.6999969482422,17058900.0
2020-01-06,PFE,34.40522003173828,36.88804626464844,37.00189971923828,36.71726989746094,36.831119537353516,15771951.0
2020-01-06,BNTX,44.58000183105469,44.58000183105469,45.0,40.099998474121094,40.11000061035156,333300.0
2020-01-06,MRNA,18.1299991607666,18.1299991607666,18.739999771118164,18.010000228881836,18.700000762939453,1606500.0
2020-01-07,AMZN,1906.8599853515625,1906.8599853515625,1913.8900146484375,1892.0400390625,1904.5,4044900.0
2020-01-07,GOOGL,1395.1099853515625,1395.1099853515625,1403.5,1391.56005859375,1400.4599609375,1716500.0
2020-01-07,FB,213.05999755859375,213.05999755859375,214.5800018310547,211.75,212.82000732421875,14912400.0
2020-01-07,PFE,34.290184020996094,36.764705657958984,37.12523651123047,36.69829177856445,37.11574935913086,20108107.0
2020-01-07,BNTX,43.34000015258789,43.34000015258789,48.849998474121094,41.18000030517578,47.400001525878906,562100.0
2020-01-07,MRNA,17.780000686645508,17.780000686645508,18.31999969482422,17.68000030517578,18.149999618530273,1461400.0
2020-01-08,AMZN,1891.969970703125,1891.969970703125,1911.0,1886.43994140625,1898.0400390625,3508000.0
2020-01-08,GOOGL,1405.0400390625,1405.0400390625,1411.8499755859375,1392.6300048828125,1394.8199462890625,1765700.0
2020-01-08,FB,215.22000122070312,215.22000122070312,216.24000549316406,212.61000061035156,213.0,13475000.0
2020-01-08,PFE,34.56450653076172,37.05882263183594,37.21062469482422,36.764705657958984,36.774192810058594,16403507.0
2020-01-08,BNTX,45.099998474121094,45.099998474121094,46.33000183105469,44.18000030517578,44.29999923706055,193900.0
2020-01-08,MRNA,17.979999542236328,17.979999542236328,18.079999923706055,17.760000228881836,17.989999771118164,1041600.0
2020-01-09,AMZN,1901.050048828125,1901.050048828125,1917.8199462890625,1895.800048828125,1909.8900146484375,3167300.0
2020-01-09,GOOGL,1419.7900390625,1419.7900390625,1428.6800537109375,1410.2099609375,1421.9300537109375,1660000.0
2020-01-09,FB,218.3000030517578,218.3000030517578,218.3800048828125,216.27999877929688,217.5399932861328,12642800.0
2020-01-09,PFE,34.41407012939453,36.89753341674805,37.25806427001953,36.80265808105469,37.25806427001953,21971895.0
2020-01-09,BNTX,43.27000045776367,43.27000045776367,46.709999084472656,42.709999084472656,46.54999923706055,234900.0
2020-01-09,MRNA,18.399999618530273,18.399999618530273,18.549999237060547,17.899999618530273,18.0,1495700.0
2020-01-10,AMZN,1883.1600341796875,1883.1600341796875,1906.93994140625,1880.0,1905.3699951171875,2853700.0
2020-01-10,GOOGL,1428.9599609375,1428.9599609375,1434.93994140625,1419.5999755859375,1429.469970703125,1312900.0
2020-01-10,FB,218.05999755859375,218.05999755859375,219.8800048828125,217.4199981689453,219.1999969482422,12119400.0
2020-01-10,PFE,34.945011138916016,37.466793060302734,37.5996208190918,36.97343444824219,36.9829216003418,21557357.0
2020-01-10,BNTX,39.68000030517578,39.68000030517578,44.9900016784668,38.209999084472656,44.9900016784668,369100.0
2020-01-10,MRNA,19.139999389648438,19.139999389648438,21.0,19.049999237060547,21.0,4504700.0
2020-01-13,AMZN,1891.300048828125,1891.300048828125,1898.0,1880.800048828125,1891.31005859375,2780800.0
2020-01-13,GOOGL,1440.030029296875,1440.030029296875,1441.47998046875,1425.3699951171875,1435.25,1536500.0
2020-01-13,FB,221.91000366210938,221.91000366210938,221.97000122070312,219.2100067138672,219.60000610351562,14463400.0
2020-01-13,PFE,34.87421798706055,37.390892028808594,37.73244857788086,37.20113754272461,37.59013366699219,15392405.0
